date,slot,interval_start,interval_end,price,load_actual,pv_available,pv_used,pv_curtail,initial_contract,final_contract,grid_delivered,grid_unused,grid_emergency,charge_planned,charge_actual,discharge_planned,discharge_actual,soc_start,soc_end
2025-02-01,0,2025-02-01T00:10:00,2025-02-01T00:20:00,0.4248,422.0303666666667,0.0,0.0,0.0,603.2632084705083,603.2632084705083,570.9681418038416,32.295066666666685,0.0,148.93777513717495,148.93777513717495,0.0,0.0,8862.284182098767,8996.328179722224
2025-02-01,1,2025-02-01T00:20:00,2025-02-01T00:30:00,0.4245,415.4073166666667,0.0,0.0,0.0,1280.0060166666665,1280.0060166666665,1248.74065,31.265366666666523,0.0,833.3333333333333,833.3333333333333,0.0,0.0,8996.328179722224,9746.328179722224
2025-02-01,2,2025-02-01T00:30:00,2025-02-01T00:40:00,0.4269,410.7166666666667,0.0,0.0,0.0,443.3066666666667,443.3066666666667,410.7166666666667,32.589999999999975,0.0,0.0,0.0,0.0,0.0,9746.328179722224,9746.328179722224
2025-02-01,3,2025-02-01T00:40:00,2025-02-01T00:50:00,0.4272,430.29479999999995,0.0,0.0,0.0,476.9869166666667,476.9869166666667,430.29479999999995,46.69211666666672,0.0,0.0,0.0,0.0,0.0,9746.328179722224,9746.328179722224
2025-02-01,4,2025-02-01T00:50:00,2025-02-01T01:00:00,0.4271,424.4105833333333,0.0,0.0,0.0,484.26815000000005,484.26815000000005,424.4105833333333,59.85756666666674,0.0,0.0,0.0,0.0,0.0,9746.328179722224,9746.328179722224
2025-02-01,5,2025-02-01T01:00:00,2025-02-01T01:10:00,0.4285,406.0516666666667,0.0,0.0,0.0,468.2083333333333,468.2083333333333,406.0516666666667,62.15666666666664,0.0,0.0,0.0,0.0,0.0,9746.328179722224,9746.328179722224
2025-02-01,6,2025-02-01T01:10:00,2025-02-01T01:20:00,0.4311,436.7501833333333,0.0,0.0,0.0,490.43896666666666,490.43896666666666,436.7501833333333,53.68878333333333,0.0,0.0,0.0,0.0,0.0,9746.328179722224,9746.328179722224
2025-02-01,7,2025-02-01T01:20:00,2025-02-01T01:30:00,0.4302,451.7976833333333,0.0,0.0,0.0,487.2113166666666,487.2113166666666,451.7976833333333,35.41363333333334,0.0,0.0,0.0,0.0,0.0,9746.328179722224,9746.328179722224
2025-02-01,8,2025-02-01T01:30:00,2025-02-01T01:40:00,0.4279,446.08,0.0,0.0,0.0,464.605,464.605,446.08,18.525000000000034,0.0,0.0,0.0,0.0,0.0,9746.328179722224,9746.328179722224
2025-02-01,9,2025-02-01T01:40:00,2025-02-01T01:50:00,0.4312,471.7663333333333,0.0,0.0,0.0,494.2724,494.2724,471.7663333333333,22.506066666666698,0.0,0.0,0.0,0.0,0.0,9746.328179722224,9746.328179722224
2025-02-01,10,2025-02-01T01:50:00,2025-02-01T02:00:00,0.4333,448.02596666666665,0.0,0.0,0.0,505.68945,505.68945,448.02596666666665,57.663483333333375,0.0,0.0,0.0,0.0,0.0,9746.328179722224,9746.328179722224
2025-02-01,11,2025-02-01T02:00:00,2025-02-01T02:10:00,0.4311,397.40333333333336,0.0,0.0,0.0,487.83666666666664,487.83666666666664,397.40333333333336,90.43333333333328,0.0,0.0,0.0,0.0,0.0,9746.328179722224,9746.328179722224
2025-02-01,12,2025-02-01T02:10:00,2025-02-01T02:20:00,0.4293,434.0906333333333,0.0,0.0,0.0,501.9057666666667,501.9057666666667,434.0906333333333,67.81513333333339,0.0,0.0,0.0,0.0,0.0,9746.328179722224,9746.328179722224
2025-02-01,13,2025-02-01T02:20:00,2025-02-01T02:30:00,0.4324,490.5609166666666,0.0,0.0,0.0,514.9269333333333,514.9269333333333,490.5609166666666,24.366016666666667,0.0,0.0,0.0,0.0,0.0,9746.328179722224,9746.328179722224
2025-02-01,14,2025-02-01T02:30:00,2025-02-01T02:40:00,0.4367,503.22,0.0,0.0,0.0,507.54333333333335,507.54333333333335,503.22,4.3233333333333235,0.0,0.0,0.0,0.0,0.0,9746.328179722224,9746.328179722224
2025-02-01,15,2025-02-01T02:40:00,2025-02-01T02:50:00,0.4348,474.0728166666667,0.0,0.0,0.0,497.95935000000003,497.95935000000003,474.0728166666667,23.88653333333332,0.0,0.0,0.0,0.0,0.0,9746.328179722224,9746.328179722224
2025-02-01,16,2025-02-01T02:50:00,2025-02-01T03:00:00,0.4335,461.38439999999997,0.0,0.0,0.0,501.06135,501.06135,461.38439999999997,39.67695000000003,0.0,0.0,0.0,0.0,0.0,9746.328179722224,9746.328179722224
2025-02-01,17,2025-02-01T03:00:00,2025-02-01T03:10:00,0.4357,476.94166666666666,0.0,0.0,0.0,514.0583333333333,514.0583333333333,476.94166666666666,37.11666666666662,0.0,0.0,0.0,0.0,0.0,9746.328179722224,9746.328179722224
2025-02-01,18,2025-02-01T03:10:00,2025-02-01T03:20:00,0.4374,483.39955000000003,0.0,0.0,0.0,521.0511333333333,521.0511333333333,483.39955000000003,37.651583333333235,0.0,0.0,0.0,0.0,0.0,9746.328179722224,9746.328179722224
2025-02-01,19,2025-02-01T03:20:00,2025-02-01T03:30:00,0.4371,486.6019166666667,0.0,0.0,0.0,519.49595,519.49595,486.6019166666667,32.89403333333331,0.0,0.0,0.0,0.0,0.0,9746.328179722224,9746.328179722224
2025-02-01,20,2025-02-01T03:30:00,2025-02-01T03:40:00,0.4356,498.84833333333336,0.0,0.0,0.0,512.11,512.11,498.84833333333336,13.261666666666656,0.0,0.0,0.0,0.0,0.0,9746.328179722224,9746.328179722224
2025-02-01,21,2025-02-01T03:40:00,2025-02-01T03:50:00,0.4353,518.3097333333334,0.0,0.0,0.0,505.44893333333334,505.44893333333334,505.44893333333334,0.0,12.86080000000004,0.0,0.0,0.0,0.0,9746.328179722224,9746.328179722224
2025-02-01,22,2025-02-01T03:50:00,2025-02-01T04:00:00,0.436,509.13346666666666,0.0,0.0,0.0,513.3439333333333,513.3439333333333,509.13346666666666,4.210466666666662,0.0,0.0,0.0,0.0,0.0,9746.328179722224,9746.328179722224
2025-02-01,23,2025-02-01T04:00:00,2025-02-01T04:10:00,0.4378,483.6166666666666,0.0,0.0,0.0,526.1366666666667,526.1366666666667,483.6166666666666,42.52000000000004,0.0,0.0,0.0,0.0,0.0,9746.328179722224,9746.328179722224
2025-02-01,24,2025-02-01T04:10:00,2025-02-01T04:20:00,0.4401,491.1868,0.0,0.0,0.0,520.9297333333333,520.9297333333333,491.1868,29.74293333333327,0.0,0.0,0.0,0.0,0.0,9746.328179722224,9746.328179722224
2025-02-01,25,2025-02-01T04:20:00,2025-02-01T04:30:00,0.4389,504.64528333333334,0.0,0.0,0.0,521.74715,521.74715,504.64528333333334,17.101866666666695,0.0,0.0,0.0,0.0,0.0,9746.328179722224,9746.328179722224
2025-02-01,26,2025-02-01T04:30:00,2025-02-01T04:40:00,0.4364,505.5783333333333,0.0,0.0,0.0,535.505,535.505,505.5783333333333,29.926666666666677,0.0,0.0,0.0,0.0,0.0,9746.328179722224,9746.328179722224
2025-02-01,27,2025-02-01T04:40:00,2025-02-01T04:50:00,0.4393,503.2309666666667,0.0,0.0,0.0,545.0267,545.0267,503.2309666666667,41.79573333333332,0.0,0.0,0.0,0.0,0.0,9746.328179722224,9746.328179722224
2025-02-01,28,2025-02-01T04:50:00,2025-02-01T05:00:00,0.4422,502.84698333333336,0.00023333333333333333,0.0,0.00023333333333333333,552.6250666666666,552.6250666666666,502.84698333333336,49.77808333333326,0.0,0.0,0.0,0.0,0.0,9746.328179722224,9746.328179722224
2025-02-01,29,2025-02-01T05:00:00,2025-02-01T05:10:00,0.4395,499.64166666666665,0.0,0.0,0.0,552.055,552.055,499.64166666666665,52.4133333333333,0.0,0.0,0.0,0.0,0.0,9746.328179722224,9746.328179722224
2025-02-01,30,2025-02-01T05:10:00,2025-02-01T05:20:00,0.4333,488.78358333333335,0.0,0.0,0.0,534.5888666666666,534.5888666666666,488.78358333333335,45.80528333333325,0.0,0.0,0.0,0.0,0.0,9746.328179722224,9746.328179722224
2025-02-01,31,2025-02-01T05:20:00,2025-02-01T05:30:00,0.4439,498.51875,0.003316666666666667,0.0,0.003316666666666667,534.8818666666667,534.8818666666667,498.51875,36.36311666666671,0.0,0.0,0.0,0.0,0.0,9746.328179722224,9746.328179722224
2025-02-01,32,2025-02-01T05:30:00,2025-02-01T05:40:00,0.4301,529.2233333333334,0.0,0.0,0.0,560.1850000000001,560.1850000000001,529.2233333333334,30.9616666666667,0.0,0.0,0.0,0.0,0.0,9746.328179722224,9746.328179722224
2025-02-01,33,2025-02-01T05:40:00,2025-02-01T05:50:00,0.3713,547.4103166666666,0.0,0.0,0.0,1412.865733333333,1412.865733333333,1380.74365,32.122083333333194,0.0,833.3333333333333,833.3333333333333,0.0,0.0,9746.328179722224,10496.328179722224
2025-02-01,34,2025-02-01T05:50:00,2025-02-01T06:00:00,0.5708,531.2274,0.04623333333333333,0.0,0.04623333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,564.9387,531.2274,10496.328179722224,9906.075513055557
2025-02-01,35,2025-02-01T06:00:00,2025-02-01T06:10:00,0.9099,510.98333333333335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,540.6216666666667,510.98333333333335,9906.075513055557,9338.316253796298
2025-02-01,36,2025-02-01T06:10:00,2025-02-01T06:20:00,0.9368,535.1871833333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,546.4902611111111,535.1871833333333,9338.316253796298,8743.663827870372
2025-02-01,37,2025-02-01T06:20:00,2025-02-01T06:30:00,0.8758,533.9993499999999,0.6440166666666667,0.0,0.6440166666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,541.8295222222222,533.9993499999999,8743.663827870372,8150.331216759261
