date,slot,interval_start,interval_end,decision_time,price_source_time,price_method,price_forecast,price_actual,price_source_observed_at,grid_contract,grid_delivered,grid_unused,grid_emergency,load_actual,pv_available,pv_used,pv_curtail,charge_planned,charge_actual,discharge_planned,discharge_actual,soc_start,soc_end,normal_cost_actual,emergency_cost_actual,initial_contract,final_contract
2025-02-01,0,2025-02-01T00:10:00,2025-02-01T00:20:00,2025-02-01T00:00:00,2025-01-25T00:10:00,same-weekday-weighted:4,0.3426842818428184,0.3281,2025-01-25T00:20:00,1287.6587666666667,1255.3636999999999,32.2950666666668,0.0,422.0303666666667,0.0,0.0,0.0,833.3333333333333,833.3333333333333,0.0,0.0,7366.818280864198,8116.818280864198,422.48084134333334,0.0,1287.6587666666667,1287.6587666666667
2025-02-01,1,2025-02-01T00:20:00,2025-02-01T00:30:00,2025-02-01T00:00:00,2025-01-25T00:20:00,same-weekday-weighted:4,0.3583642276422764,0.3257,2025-01-25T00:30:00,446.6726833333333,415.4073166666667,31.26536666666658,0.0,415.4073166666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8116.818280864198,8116.818280864198,145.48129296166664,0.0,446.6726833333333,446.6726833333333
2025-02-01,2,2025-02-01T00:30:00,2025-02-01T00:40:00,2025-02-01T00:00:00,2025-01-25T00:30:00,same-weekday-weighted:4,0.3347457994579946,0.3041,2025-01-25T00:40:00,1276.6399999999999,1244.05,32.58999999999992,0.0,410.7166666666667,0.0,0.0,0.0,833.3333333333333,833.3333333333333,0.0,0.0,8116.818280864198,8866.818280864198,388.22622399999995,0.0,1276.6399999999999,1276.6399999999999
2025-02-01,3,2025-02-01T00:40:00,2025-02-01T00:50:00,2025-02-01T00:00:00,2025-01-25T00:40:00,same-weekday-weighted:4,0.3285493224932249,0.3126,2025-01-25T00:50:00,1310.32025,1263.6281333333332,46.692116666666834,0.0,430.29479999999995,0.0,0.0,0.0,833.3333333333333,833.3333333333333,0.0,0.0,8866.818280864198,9616.818280864198,409.60611015,0.0,1310.32025,1310.32025
2025-02-01,4,2025-02-01T00:50:00,2025-02-01T01:00:00,2025-02-01T00:00:00,2025-01-25T00:50:00,same-weekday-weighted:4,0.3537168021680217,0.3286,2025-01-25T01:00:00,484.26815000000005,424.4105833333333,59.85756666666674,0.0,424.4105833333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9616.818280864198,9616.818280864198,159.13051409000002,0.0,484.26815000000005,484.26815000000005
2025-02-01,5,2025-02-01T01:00:00,2025-02-01T01:10:00,2025-02-01T00:00:00,2025-01-25T01:00:00,same-weekday-weighted:4,0.3815539295392954,0.3438,2025-01-25T01:10:00,468.2083333333333,406.0516666666667,62.15666666666664,0.0,406.0516666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9616.818280864198,9616.818280864198,160.970025,0.0,468.2083333333333,468.2083333333333
2025-02-01,6,2025-02-01T01:10:00,2025-02-01T01:20:00,2025-02-01T00:00:00,2025-01-25T01:10:00,same-weekday-weighted:4,0.3715482384823848,0.3704,2025-01-25T01:20:00,490.43896666666666,436.7501833333333,53.68878333333333,0.0,436.7501833333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9616.818280864198,9616.818280864198,181.65859325333332,0.0,490.43896666666666,490.43896666666666
2025-02-01,7,2025-02-01T01:20:00,2025-02-01T01:30:00,2025-02-01T00:00:00,2025-01-25T01:20:00,same-weekday-weighted:4,0.3579352303523035,0.3746,2025-01-25T01:30:00,487.2113166666666,451.7976833333333,35.41363333333334,0.0,451.7976833333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9616.818280864198,9616.818280864198,182.50935922333332,0.0,487.2113166666666,487.2113166666666
2025-02-01,8,2025-02-01T01:30:00,2025-02-01T01:40:00,2025-02-01T00:00:00,2025-01-25T01:30:00,same-weekday-weighted:4,0.3620869918699187,0.3606,2025-01-25T01:40:00,464.605,446.08,18.525000000000034,0.0,446.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9616.818280864198,9616.818280864198,167.536563,0.0,464.605,464.605
2025-02-01,9,2025-02-01T01:40:00,2025-02-01T01:50:00,2025-02-01T00:00:00,2025-01-25T01:40:00,same-weekday-weighted:4,0.37044281842818433,0.3582,2025-01-25T01:50:00,494.2724,471.7663333333333,22.506066666666698,0.0,471.7663333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9616.818280864198,9616.818280864198,177.04837368,0.0,494.2724,494.2724
2025-02-01,10,2025-02-01T01:50:00,2025-02-01T02:00:00,2025-02-01T00:00:00,2025-01-25T01:50:00,same-weekday-weighted:4,0.36022357723577236,0.3041,2025-01-25T02:00:00,505.68945,448.02596666666665,57.663483333333375,0.0,448.02596666666665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9616.818280864198,9616.818280864198,153.780161745,0.0,505.68945,505.68945
2025-02-01,11,2025-02-01T02:00:00,2025-02-01T02:10:00,2025-02-01T00:00:00,2025-01-25T02:00:00,same-weekday-weighted:4,0.340679674796748,0.2537,2025-01-25T02:10:00,1321.1699999999998,1230.7366666666667,90.43333333333317,0.0,397.40333333333336,0.0,0.0,0.0,833.3333333333333,833.3333333333333,0.0,0.0,9616.818280864198,10366.818280864198,335.18082899999996,0.0,1321.1699999999998,1321.1699999999998
2025-02-01,12,2025-02-01T02:10:00,2025-02-01T02:20:00,2025-02-01T00:00:00,2025-01-25T02:10:00,same-weekday-weighted:4,0.3453710027100271,0.3346,2025-01-25T02:20:00,983.2187879286693,915.4036545953359,67.81513333333339,0.0,434.0906333333333,0.0,0.0,0.0,481.3130212620025,481.3130212620025,0.0,0.0,10366.818280864198,10800.0,328.98500644093275,0.0,983.2187879286693,983.2187879286693
2025-02-01,13,2025-02-01T02:20:00,2025-02-01T02:30:00,2025-02-01T00:00:00,2025-01-25T02:20:00,same-weekday-weighted:4,0.36883062330623306,0.3971,2025-01-25T02:30:00,514.9269333333333,490.5609166666666,24.366016666666667,0.0,490.5609166666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10800.0,10800.0,204.47748522666666,0.0,514.9269333333333,514.9269333333333
2025-02-01,14,2025-02-01T02:30:00,2025-02-01T02:40:00,2025-02-01T00:00:00,2025-01-25T02:30:00,same-weekday-weighted:4,0.38878509485094853,0.367,2025-01-25T02:40:00,507.54333333333335,503.22,4.3233333333333235,0.0,503.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10800.0,10800.0,186.26840333333334,0.0,507.54333333333335,507.54333333333335
2025-02-01,15,2025-02-01T02:40:00,2025-02-01T02:50:00,2025-02-01T00:00:00,2025-01-25T02:40:00,same-weekday-weighted:4,0.38689647696476964,0.3185,2025-01-25T02:50:00,497.95935000000003,474.0728166666667,23.88653333333332,0.0,474.0728166666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10800.0,10800.0,158.600052975,0.0,497.95935000000003,497.95935000000003
2025-02-01,16,2025-02-01T02:50:00,2025-02-01T03:00:00,2025-02-01T00:00:00,2025-01-25T02:50:00,same-weekday-weighted:4,0.38789512195121945,0.3285,2025-01-25T03:00:00,501.06135,461.38439999999997,39.67695000000003,0.0,461.38439999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10800.0,10800.0,164.59865347500002,0.0,501.06135,501.06135
2025-02-01,17,2025-02-01T03:00:00,2025-02-01T03:10:00,2025-02-01T00:00:00,2025-01-25T03:00:00,same-weekday-weighted:4,0.40337452574525745,0.3772,2025-01-25T03:10:00,514.0583333333333,476.94166666666666,37.11666666666662,0.0,476.94166666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10800.0,10800.0,193.9028033333333,0.0,514.0583333333333,514.0583333333333
2025-02-01,18,2025-02-01T03:10:00,2025-02-01T03:20:00,2025-02-01T00:00:00,2025-01-25T03:10:00,same-weekday-weighted:4,0.4198138211382114,0.3815,2025-01-25T03:20:00,521.0511333333333,483.39955000000003,37.651583333333235,0.0,483.39955000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10800.0,10800.0,198.78100736666664,0.0,521.0511333333333,521.0511333333333
2025-02-01,19,2025-02-01T03:20:00,2025-02-01T03:30:00,2025-02-01T00:00:00,2025-01-25T03:20:00,same-weekday-weighted:4,0.41942655826558267,0.3822,2025-01-25T03:30:00,519.49595,486.6019166666667,32.89403333333331,0.0,486.6019166666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10800.0,10800.0,198.55135209,0.0,519.49595,519.49595
2025-02-01,20,2025-02-01T03:30:00,2025-02-01T03:40:00,2025-02-01T00:00:00,2025-01-25T03:30:00,same-weekday-weighted:4,0.4080094850948509,0.3962,2025-01-25T03:40:00,512.11,498.84833333333336,13.261666666666656,0.0,498.84833333333336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10800.0,10800.0,202.897982,0.0,512.11,512.11
2025-02-01,21,2025-02-01T03:40:00,2025-02-01T03:50:00,2025-02-01T00:00:00,2025-01-25T03:40:00,same-weekday-weighted:4,0.4074815718157181,0.3879,2025-01-25T03:50:00,505.44893333333334,505.44893333333334,0.0,12.86080000000004,518.3097333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10800.0,10800.0,196.06364124,24.943521600000082,505.44893333333334,505.44893333333334
2025-02-01,22,2025-02-01T03:50:00,2025-02-01T04:00:00,2025-02-01T00:00:00,2025-01-25T03:50:00,same-weekday-weighted:4,0.40595338753387533,0.3405,2025-01-25T04:00:00,513.3439333333333,509.13346666666666,4.210466666666662,0.0,509.13346666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10800.0,10800.0,174.7936093,0.0,513.3439333333333,513.3439333333333
2025-02-01,23,2025-02-01T04:00:00,2025-02-01T04:10:00,2025-02-01T00:00:00,2025-01-25T04:00:00,same-weekday-weighted:4,0.3999712737127371,0.3164,2025-01-25T04:10:00,526.1366666666667,483.6166666666666,42.52000000000004,0.0,483.6166666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10800.0,10800.0,166.46964133333333,0.0,526.1366666666667,526.1366666666667
2025-02-01,24,2025-02-01T04:10:00,2025-02-01T04:20:00,2025-02-01T00:00:00,2025-01-25T04:10:00,same-weekday-weighted:4,0.40014498644986446,0.3916,2025-01-25T04:20:00,520.9297333333333,491.1868,29.74293333333327,0.0,491.1868,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10800.0,10800.0,203.99608357333332,0.0,520.9297333333333,520.9297333333333
2025-02-01,25,2025-02-01T04:20:00,2025-02-01T04:30:00,2025-02-01T00:00:00,2025-01-25T04:20:00,same-weekday-weighted:4,0.4050951219512195,0.4109,2025-01-25T04:30:00,521.74715,504.64528333333334,17.101866666666695,0.0,504.64528333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10800.0,10800.0,214.38590393500002,0.0,521.74715,521.74715
2025-02-01,26,2025-02-01T04:30:00,2025-02-01T04:40:00,2025-02-01T00:00:00,2025-01-25T04:30:00,same-weekday-weighted:4,0.4017644986449865,0.361,2025-01-25T04:40:00,535.505,505.5783333333333,29.926666666666677,0.0,505.5783333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10800.0,10800.0,193.317305,0.0,535.505,535.505
2025-02-01,27,2025-02-01T04:40:00,2025-02-01T04:50:00,2025-02-01T00:00:00,2025-01-25T04:40:00,same-weekday-weighted:4,0.3840308943089431,0.3799,2025-01-25T04:50:00,545.0267,503.2309666666667,41.79573333333332,0.0,503.2309666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10800.0,10800.0,207.05564333,0.0,545.0267,545.0267
2025-02-01,28,2025-02-01T04:50:00,2025-02-01T05:00:00,2025-02-01T00:00:00,2025-01-25T04:50:00,same-weekday-weighted:4,0.40376747967479676,0.4094,2025-01-25T05:00:00,552.6250666666666,502.84698333333336,49.77808333333326,0.0,502.84698333333336,0.00023333333333333333,0.0,0.00023333333333333333,0.0,0.0,0.0,0.0,10800.0,10800.0,226.2447022933333,0.0,552.6250666666666,552.6250666666666
2025-02-01,29,2025-02-01T05:00:00,2025-02-01T05:10:00,2025-02-01T00:00:00,2025-01-25T05:00:00,same-weekday-weighted:4,0.43958021680216797,0.4052,2025-01-25T05:10:00,552.055,499.64166666666665,52.4133333333333,0.0,499.64166666666665,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,10800.0,10800.0,223.69268599999998,0.0,552.055,552.055
2025-02-01,30,2025-02-01T05:10:00,2025-02-01T05:20:00,2025-02-01T00:00:00,2025-01-25T05:10:00,same-weekday-weighted:4,0.4205674796747968,0.3896,2025-01-25T05:20:00,534.5888666666666,488.78358333333335,45.80528333333325,0.0,488.78358333333335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10800.0,10800.0,208.27582245333332,0.0,534.5888666666666,534.5888666666666
2025-02-01,31,2025-02-01T05:20:00,2025-02-01T05:30:00,2025-02-01T00:00:00,2025-01-25T05:20:00,same-weekday-weighted:4,0.4241392953929539,0.3908,2025-01-25T05:30:00,534.8818666666667,498.51875,36.36311666666671,0.0,498.51875,0.003316666666666667,0.0,0.003316666666666667,0.0,0.0,0.0,0.0,10800.0,10800.0,209.03183349333335,0.0,534.8818666666667,534.8818666666667
2025-02-01,32,2025-02-01T05:30:00,2025-02-01T05:40:00,2025-02-01T00:00:00,2025-01-25T05:30:00,same-weekday-weighted:4,0.43528780487804875,0.3821,2025-01-25T05:40:00,560.1850000000001,529.2233333333334,30.9616666666667,0.0,529.2233333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10800.0,10800.0,214.04668850000002,0.0,560.1850000000001,560.1850000000001
2025-02-01,33,2025-02-01T05:40:00,2025-02-01T05:50:00,2025-02-01T00:00:00,2025-01-25T05:40:00,same-weekday-weighted:4,0.39290352303523035,0.3475,2025-01-25T05:50:00,579.5323999999999,547.4103166666666,32.12208333333331,0.0,547.4103166666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10800.0,10800.0,201.38750899999997,0.0,579.5323999999999,579.5323999999999
2025-02-01,34,2025-02-01T05:50:00,2025-02-01T06:00:00,2025-02-01T00:00:00,2025-01-25T05:50:00,same-weekday-weighted:4,0.5548883468834688,0.5182,2025-01-25T06:00:00,0.0,0.0,0.0,0.0,531.2274,0.04623333333333333,0.0,0.04623333333333333,0.0,0.0,564.9387,531.2274,10800.0,10209.747333333333,0.0,0.0,0.0,0.0
2025-02-01,35,2025-02-01T06:00:00,2025-02-01T06:10:00,2025-02-01T06:00:00,2025-01-25T06:00:00,same-weekday-weighted:4,0.8360281842818428,0.8102,2025-01-25T06:10:00,0.0,0.0,0.0,0.0,510.98333333333335,0.0,0.0,0.0,0.0,0.0,540.6216666666667,510.98333333333335,10209.747333333333,9641.988074074074,0.0,0.0,0.0,0.0
2025-02-01,36,2025-02-01T06:10:00,2025-02-01T06:20:00,2025-02-01T06:00:00,2025-01-25T06:10:00,same-weekday-weighted:4,0.866731165311653,0.8756,2025-01-25T06:20:00,0.0,0.0,0.0,0.0,535.1871833333333,0.0,0.0,0.0,0.0,0.0,546.4902611111111,535.1871833333333,9641.988074074074,9047.335648148148,0.0,0.0,0.0,0.0
2025-02-01,37,2025-02-01T06:20:00,2025-02-01T06:30:00,2025-02-01T06:00:00,2025-01-25T06:20:00,same-weekday-weighted:4,0.8266536585365852,0.818,2025-01-25T06:30:00,0.0,0.0,0.0,0.0,533.9993499999999,0.6440166666666667,0.0,0.6440166666666667,0.0,0.0,541.8295222222222,533.9993499999999,9047.335648148148,8454.003037037037,0.0,0.0,0.0,0.0
2025-02-01,38,2025-02-01T06:30:00,2025-02-01T06:40:00,2025-02-01T06:00:00,2025-01-25T06:30:00,same-weekday-weighted:4,0.833651490514905,0.7708,2025-01-25T06:40:00,0.0,0.0,0.0,0.0,504.52,0.0,0.0,0.0,0.0,0.0,517.4327833333334,504.52,8454.003037037037,7893.425259259259,0.0,0.0,0.0,0.0
2025-02-01,39,2025-02-01T06:40:00,2025-02-01T06:50:00,2025-02-01T06:00:00,2025-01-25T06:40:00,same-weekday-weighted:4,0.8273344173441733,0.7715,2025-01-25T06:50:00,0.0,0.0,0.0,0.0,519.5536833333333,0.0,0.0,0.0,0.0,0.0,521.4632444444445,519.5536833333333,7893.425259259259,7316.143388888889,0.0,0.0,0.0,0.0
2025-02-01,40,2025-02-01T06:50:00,2025-02-01T07:00:00,2025-02-01T06:00:00,2025-01-25T06:50:00,same-weekday-weighted:4,0.8441436314363143,0.8181,2025-01-25T07:00:00,0.0,0.0,0.0,0.0,566.415,14.934916666666666,3.690544444444413,11.244372222222253,0.0,0.0,562.7244555555556,562.7244555555556,7316.143388888889,6690.893993827161,0.0,0.0,0.0,0.0
2025-02-01,41,2025-02-01T07:00:00,2025-02-01T07:10:00,2025-02-01T06:00:00,2025-01-25T07:00:00,same-weekday-weighted:4,0.8729487804878048,0.8678,2025-01-25T07:10:00,0.0,0.0,0.0,0.0,608.7916666666666,56.75,17.451099999999997,39.2989,0.0,0.0,591.3405666666666,591.3405666666666,6690.893993827161,6033.848919753086,0.0,0.0,0.0,0.0
2025-02-01,42,2025-02-01T07:10:00,2025-02-01T07:20:00,2025-02-01T06:00:00,2025-01-25T07:10:00,same-weekday-weighted:4,0.8567024390243902,0.864,2025-01-25T07:20:00,0.0,0.0,0.0,1.4725111111110323,617.2140499999999,102.656,102.656,0.0,0.0,0.0,513.0855388888889,513.0855388888889,6033.848919753086,5463.75387654321,0.0,6.36124799999966,0.0,0.0
2025-02-01,43,2025-02-01T07:20:00,2025-02-01T07:30:00,2025-02-01T06:00:00,2025-01-25T07:20:00,same-weekday-weighted:4,0.8476983739837398,0.8237,2025-01-25T07:30:00,0.0,0.0,0.0,0.0,595.3964666666667,147.48791666666668,123.43453888888894,24.05337777777774,0.0,0.0,471.96192777777776,471.96192777777776,5463.75387654321,4939.351734567901,0.0,0.0,0.0,0.0
2025-02-01,44,2025-02-01T07:30:00,2025-02-01T07:40:00,2025-02-01T06:00:00,2025-01-25T07:30:00,same-weekday-weighted:4,0.8336113821138211,0.7654,2025-01-25T07:40:00,0.0,0.0,0.0,0.0,579.5366666666666,190.11249999999998,105.14358333333337,84.96891666666662,0.0,0.0,474.39308333333327,474.39308333333327,4939.351734567901,4412.248308641975,0.0,0.0,0.0,0.0
2025-02-01,45,2025-02-01T07:40:00,2025-02-01T07:50:00,2025-02-01T06:00:00,2025-01-25T07:40:00,same-weekday-weighted:4,0.7761674796747967,0.7258,2025-01-25T07:50:00,0.0,0.0,0.0,0.0,609.0003666666667,231.34661666666668,189.07201111111112,42.27460555555555,0.0,0.0,419.9283555555555,419.9283555555555,4412.248308641975,3945.6612469135803,0.0,0.0,0.0,0.0
2025-02-01,46,2025-02-01T07:50:00,2025-02-01T08:00:00,2025-02-01T06:00:00,2025-01-25T07:50:00,same-weekday-weighted:4,0.8880159891598916,0.8697,2025-01-25T08:00:00,0.0,0.0,0.0,20.39458888888879,640.2366833333333,279.07533333333333,279.07533333333333,0.0,0.0,0.0,340.7667611111112,340.7667611111112,3945.6612469135803,3567.031512345679,0.0,88.68586978333292,0.0,0.0
2025-02-01,47,2025-02-01T08:00:00,2025-02-01T08:10:00,2025-02-01T06:00:00,2025-01-25T08:00:00,same-weekday-weighted:4,1.0948859078590787,1.0783,2025-01-25T08:10:00,0.0,0.0,0.0,22.12564999999995,633.9416666666667,334.01875,334.01875,0.0,0.0,0.0,277.79726666666676,277.79726666666676,3567.031512345679,3258.3678827160493,0.0,119.29044197499975,0.0,0.0
2025-02-01,48,2025-02-01T08:10:00,2025-02-01T08:20:00,2025-02-01T06:00:00,2025-01-25T08:10:00,same-weekday-weighted:4,1.0883753387533874,1.0448,2025-01-25T08:20:00,0.0,0.0,0.0,0.0,590.91065,388.68441666666666,355.1278,33.556616666666685,0.0,0.0,235.78285000000005,235.78285000000005,3258.3678827160493,2996.386938271605,0.0,0.0,0.0,0.0
