date,slot,version,issue_time,quantity,price_forecast,price_source_time,price_source_observed_at,price_method
2025-02-01,0,0,2025-02-01T00:00:00,1287.6587666666667,0.3426842818428184,2025-01-25T00:10:00,2025-01-25T00:20:00,same-weekday-weighted:4
2025-02-01,1,0,2025-02-01T00:00:00,446.6726833333333,0.3583642276422764,2025-01-25T00:20:00,2025-01-25T00:30:00,same-weekday-weighted:4
2025-02-01,2,0,2025-02-01T00:00:00,1276.6399999999999,0.3347457994579946,2025-01-25T00:30:00,2025-01-25T00:40:00,same-weekday-weighted:4
2025-02-01,3,0,2025-02-01T00:00:00,1310.32025,0.3285493224932249,2025-01-25T00:40:00,2025-01-25T00:50:00,same-weekday-weighted:4
2025-02-01,4,0,2025-02-01T00:00:00,484.26815000000005,0.3537168021680217,2025-01-25T00:50:00,2025-01-25T01:00:00,same-weekday-weighted:4
2025-02-01,5,0,2025-02-01T00:00:00,468.2083333333333,0.3815539295392954,2025-01-25T01:00:00,2025-01-25T01:10:00,same-weekday-weighted:4
2025-02-01,6,0,2025-02-01T00:00:00,490.43896666666666,0.3715482384823848,2025-01-25T01:10:00,2025-01-25T01:20:00,same-weekday-weighted:4
2025-02-01,7,0,2025-02-01T00:00:00,487.2113166666666,0.3579352303523035,2025-01-25T01:20:00,2025-01-25T01:30:00,same-weekday-weighted:4
2025-02-01,8,0,2025-02-01T00:00:00,464.605,0.3620869918699187,2025-01-25T01:30:00,2025-01-25T01:40:00,same-weekday-weighted:4
2025-02-01,9,0,2025-02-01T00:00:00,494.2724,0.37044281842818433,2025-01-25T01:40:00,2025-01-25T01:50:00,same-weekday-weighted:4
2025-02-01,10,0,2025-02-01T00:00:00,505.68945,0.36022357723577236,2025-01-25T01:50:00,2025-01-25T02:00:00,same-weekday-weighted:4
2025-02-01,11,0,2025-02-01T00:00:00,1321.1699999999998,0.340679674796748,2025-01-25T02:00:00,2025-01-25T02:10:00,same-weekday-weighted:4
2025-02-01,12,0,2025-02-01T00:00:00,983.2187879286693,0.3453710027100271,2025-01-25T02:10:00,2025-01-25T02:20:00,same-weekday-weighted:4
2025-02-01,13,0,2025-02-01T00:00:00,514.9269333333333,0.36883062330623306,2025-01-25T02:20:00,2025-01-25T02:30:00,same-weekday-weighted:4
2025-02-01,14,0,2025-02-01T00:00:00,507.54333333333335,0.38878509485094853,2025-01-25T02:30:00,2025-01-25T02:40:00,same-weekday-weighted:4
2025-02-01,15,0,2025-02-01T00:00:00,497.95935000000003,0.38689647696476964,2025-01-25T02:40:00,2025-01-25T02:50:00,same-weekday-weighted:4
2025-02-01,16,0,2025-02-01T00:00:00,501.06135,0.38789512195121945,2025-01-25T02:50:00,2025-01-25T03:00:00,same-weekday-weighted:4
2025-02-01,17,0,2025-02-01T00:00:00,514.0583333333333,0.40337452574525745,2025-01-25T03:00:00,2025-01-25T03:10:00,same-weekday-weighted:4
2025-02-01,18,0,2025-02-01T00:00:00,521.0511333333333,0.4198138211382114,2025-01-25T03:10:00,2025-01-25T03:20:00,same-weekday-weighted:4
2025-02-01,19,0,2025-02-01T00:00:00,519.49595,0.41942655826558267,2025-01-25T03:20:00,2025-01-25T03:30:00,same-weekday-weighted:4
2025-02-01,20,0,2025-02-01T00:00:00,512.11,0.4080094850948509,2025-01-25T03:30:00,2025-01-25T03:40:00,same-weekday-weighted:4
2025-02-01,21,0,2025-02-01T00:00:00,505.44893333333334,0.4074815718157181,2025-01-25T03:40:00,2025-01-25T03:50:00,same-weekday-weighted:4
2025-02-01,22,0,2025-02-01T00:00:00,513.3439333333333,0.40595338753387533,2025-01-25T03:50:00,2025-01-25T04:00:00,same-weekday-weighted:4
2025-02-01,23,0,2025-02-01T00:00:00,526.1366666666667,0.3999712737127371,2025-01-25T04:00:00,2025-01-25T04:10:00,same-weekday-weighted:4
2025-02-01,24,0,2025-02-01T00:00:00,520.9297333333333,0.40014498644986446,2025-01-25T04:10:00,2025-01-25T04:20:00,same-weekday-weighted:4
2025-02-01,25,0,2025-02-01T00:00:00,521.74715,0.4050951219512195,2025-01-25T04:20:00,2025-01-25T04:30:00,same-weekday-weighted:4
2025-02-01,26,0,2025-02-01T00:00:00,535.505,0.4017644986449865,2025-01-25T04:30:00,2025-01-25T04:40:00,same-weekday-weighted:4
2025-02-01,27,0,2025-02-01T00:00:00,545.0267,0.3840308943089431,2025-01-25T04:40:00,2025-01-25T04:50:00,same-weekday-weighted:4
2025-02-01,28,0,2025-02-01T00:00:00,552.6250666666666,0.40376747967479676,2025-01-25T04:50:00,2025-01-25T05:00:00,same-weekday-weighted:4
2025-02-01,29,0,2025-02-01T00:00:00,552.055,0.43958021680216797,2025-01-25T05:00:00,2025-01-25T05:10:00,same-weekday-weighted:4
2025-02-01,30,0,2025-02-01T00:00:00,534.5888666666666,0.4205674796747968,2025-01-25T05:10:00,2025-01-25T05:20:00,same-weekday-weighted:4
2025-02-01,31,0,2025-02-01T00:00:00,534.8818666666667,0.4241392953929539,2025-01-25T05:20:00,2025-01-25T05:30:00,same-weekday-weighted:4
2025-02-01,32,0,2025-02-01T00:00:00,560.1850000000001,0.43528780487804875,2025-01-25T05:30:00,2025-01-25T05:40:00,same-weekday-weighted:4
2025-02-01,33,0,2025-02-01T00:00:00,579.5323999999999,0.39290352303523035,2025-01-25T05:40:00,2025-01-25T05:50:00,same-weekday-weighted:4
2025-02-01,34,0,2025-02-01T00:00:00,0.0,0.5548883468834688,2025-01-25T05:50:00,2025-01-25T06:00:00,same-weekday-weighted:4
2025-02-01,35,0,2025-02-01T00:00:00,0.0,0.8360281842818428,2025-01-25T06:00:00,2025-01-25T06:10:00,same-weekday-weighted:4
2025-02-01,35,1,2025-02-01T06:00:00,0.0,0.8360281842818428,2025-01-25T06:00:00,2025-01-25T06:10:00,same-weekday-weighted:4
2025-02-01,36,0,2025-02-01T00:00:00,0.0,0.866731165311653,2025-01-25T06:10:00,2025-01-25T06:20:00,same-weekday-weighted:4
2025-02-01,36,1,2025-02-01T06:00:00,0.0,0.866731165311653,2025-01-25T06:10:00,2025-01-25T06:20:00,same-weekday-weighted:4
2025-02-01,37,0,2025-02-01T00:00:00,0.0,0.8266536585365852,2025-01-25T06:20:00,2025-01-25T06:30:00,same-weekday-weighted:4
2025-02-01,37,1,2025-02-01T06:00:00,0.0,0.8266536585365852,2025-01-25T06:20:00,2025-01-25T06:30:00,same-weekday-weighted:4
2025-02-01,38,0,2025-02-01T00:00:00,0.0,0.833651490514905,2025-01-25T06:30:00,2025-01-25T06:40:00,same-weekday-weighted:4
2025-02-01,38,1,2025-02-01T06:00:00,0.0,0.833651490514905,2025-01-25T06:30:00,2025-01-25T06:40:00,same-weekday-weighted:4
2025-02-01,39,0,2025-02-01T00:00:00,0.0,0.8273344173441733,2025-01-25T06:40:00,2025-01-25T06:50:00,same-weekday-weighted:4
2025-02-01,39,1,2025-02-01T06:00:00,0.0,0.8273344173441733,2025-01-25T06:40:00,2025-01-25T06:50:00,same-weekday-weighted:4
2025-02-01,40,0,2025-02-01T00:00:00,0.0,0.8441436314363143,2025-01-25T06:50:00,2025-01-25T07:00:00,same-weekday-weighted:4
2025-02-01,40,1,2025-02-01T06:00:00,0.0,0.8441436314363143,2025-01-25T06:50:00,2025-01-25T07:00:00,same-weekday-weighted:4
2025-02-01,41,0,2025-02-01T00:00:00,0.0,0.8729487804878048,2025-01-25T07:00:00,2025-01-25T07:10:00,same-weekday-weighted:4
2025-02-01,41,1,2025-02-01T06:00:00,0.0,0.8729487804878048,2025-01-25T07:00:00,2025-01-25T07:10:00,same-weekday-weighted:4
2025-02-01,42,0,2025-02-01T00:00:00,0.0,0.8567024390243902,2025-01-25T07:10:00,2025-01-25T07:20:00,same-weekday-weighted:4
2025-02-01,42,1,2025-02-01T06:00:00,0.0,0.8567024390243902,2025-01-25T07:10:00,2025-01-25T07:20:00,same-weekday-weighted:4
2025-02-01,43,0,2025-02-01T00:00:00,0.0,0.8476983739837398,2025-01-25T07:20:00,2025-01-25T07:30:00,same-weekday-weighted:4
2025-02-01,43,1,2025-02-01T06:00:00,0.0,0.8476983739837398,2025-01-25T07:20:00,2025-01-25T07:30:00,same-weekday-weighted:4
2025-02-01,44,0,2025-02-01T00:00:00,0.0,0.8336113821138211,2025-01-25T07:30:00,2025-01-25T07:40:00,same-weekday-weighted:4
2025-02-01,44,1,2025-02-01T06:00:00,0.0,0.8336113821138211,2025-01-25T07:30:00,2025-01-25T07:40:00,same-weekday-weighted:4
2025-02-01,45,0,2025-02-01T00:00:00,0.0,0.7761674796747967,2025-01-25T07:40:00,2025-01-25T07:50:00,same-weekday-weighted:4
2025-02-01,45,1,2025-02-01T06:00:00,0.0,0.7761674796747967,2025-01-25T07:40:00,2025-01-25T07:50:00,same-weekday-weighted:4
2025-02-01,46,0,2025-02-01T00:00:00,0.0,0.8880159891598916,2025-01-25T07:50:00,2025-01-25T08:00:00,same-weekday-weighted:4
2025-02-01,46,1,2025-02-01T06:00:00,0.0,0.8880159891598916,2025-01-25T07:50:00,2025-01-25T08:00:00,same-weekday-weighted:4
2025-02-01,47,0,2025-02-01T00:00:00,0.0,1.0948859078590787,2025-01-25T08:00:00,2025-01-25T08:10:00,same-weekday-weighted:4
2025-02-01,47,1,2025-02-01T06:00:00,0.0,1.0948859078590787,2025-01-25T08:00:00,2025-01-25T08:10:00,same-weekday-weighted:4
2025-02-01,48,0,2025-02-01T00:00:00,0.0,1.0883753387533874,2025-01-25T08:10:00,2025-01-25T08:20:00,same-weekday-weighted:4
2025-02-01,48,1,2025-02-01T06:00:00,0.0,1.0883753387533874,2025-01-25T08:10:00,2025-01-25T08:20:00,same-weekday-weighted:4
2025-02-01,49,0,2025-02-01T00:00:00,0.0,1.0181929539295393,2025-01-25T08:20:00,2025-01-25T08:30:00,same-weekday-weighted:4
2025-02-01,49,1,2025-02-01T06:00:00,0.0,1.0181929539295393,2025-01-25T08:20:00,2025-01-25T08:30:00,same-weekday-weighted:4
2025-02-01,50,0,2025-02-01T00:00:00,0.0,0.995189159891599,2025-01-25T08:30:00,2025-01-25T08:40:00,same-weekday-weighted:4
2025-02-01,50,1,2025-02-01T06:00:00,0.0,0.995189159891599,2025-01-25T08:30:00,2025-01-25T08:40:00,same-weekday-weighted:4
2025-02-01,51,0,2025-02-01T00:00:00,0.0,0.9826569105691056,2025-01-25T08:40:00,2025-01-25T08:50:00,same-weekday-weighted:4
2025-02-01,51,1,2025-02-01T06:00:00,0.0,0.9826569105691056,2025-01-25T08:40:00,2025-01-25T08:50:00,same-weekday-weighted:4
2025-02-01,52,0,2025-02-01T00:00:00,0.0,0.9827476964769647,2025-01-25T08:50:00,2025-01-25T09:00:00,same-weekday-weighted:4
2025-02-01,52,1,2025-02-01T06:00:00,0.0,0.9827476964769647,2025-01-25T08:50:00,2025-01-25T09:00:00,same-weekday-weighted:4
2025-02-01,53,0,2025-02-01T00:00:00,0.0,0.9967067750677506,2025-01-25T09:00:00,2025-01-25T09:10:00,same-weekday-weighted:4
2025-02-01,53,1,2025-02-01T06:00:00,0.0,0.9967067750677506,2025-01-25T09:00:00,2025-01-25T09:10:00,same-weekday-weighted:4
