date,cost_normal,cost_emergency,cost_total,actual_soc_start,actual_soc_end,audit_ok
2025-02-01,18889.92671317815,2179.888011517576,21069.814724695723,7362.162166666665,10770.980555555554,True
2025-02-02,63330.802448198396,688.2937143833328,64019.09616258173,10770.980555555554,8004.392129629629,True
2025-02-03,62975.88294813818,3390.726920133338,66366.60986827152,8004.392129629629,8089.926462962962,True
2025-02-04,64622.99307968961,1710.4759357583323,66333.46901544795,8089.926462962962,6792.47301851852,True
2025-02-05,60991.929257727075,9672.771676775,70664.70093450208,6792.47301851852,8819.525370370371,True
2025-02-06,59488.28261377136,3864.4622923166667,63352.744906088024,8819.525370370371,2374.0281296296316,True
2025-02-07,19156.916124921525,1952.1338458000002,21109.049970721524,2374.0281296296316,6527.648842037042,True
2025-02-08,17252.07066762,3685.6874148583343,20937.758082478333,6527.648842037042,10328.25788888889,True
2025-02-09,56012.441416421396,13786.596697966666,69799.03811438807,10328.25788888889,7873.476111111113,True
2025-02-10,57751.15895908333,2770.878877366664,60522.03783644999,7873.476111111113,8693.274203703702,True
2025-02-11,58549.61339684347,2784.958748300002,61334.57214514347,8693.274203703702,7240.95925925926,True
2025-02-12,58989.39350967183,3181.5654854000045,62170.95899507183,7240.95925925926,8776.414037037035,True
2025-02-13,53944.90587825169,3145.517705566666,57090.42358381835,8776.414037037035,2070.270388888888,True
2025-02-14,16753.427598761482,4240.191584191668,20993.61918295315,2070.270388888888,5845.889814814815,True
2025-02-15,17325.18293525167,4595.5425561453685,21920.72549139704,5845.889814814815,10800.0,True
2025-02-16,55670.06355716788,3618.7555327166638,59288.81908988454,10800.0,7107.393314814815,True
2025-02-17,53162.62666764446,3852.829751966665,57015.456419611124,7107.393314814815,7865.900370370371,True
2025-02-18,52271.49101027421,3985.937529491662,56257.42853976587,7865.900370370371,6566.320999999998,True
2025-02-19,53445.79902709613,4402.690014374989,57848.48904147112,6566.320999999998,7201.150259259259,True
2025-02-20,47833.42631779621,10285.591564333332,58119.01788212954,7201.150259259259,2151.3060185185195,True
2025-02-21,16006.222415981729,2501.6856421833327,18507.908058165063,2151.3060185185195,5273.043277777779,True
2025-02-22,17261.817785174804,4081.2066658416684,21343.024451016474,5273.043277777779,10800.0,True
2025-02-23,51397.3276695925,3627.246296891671,55024.573966484175,10800.0,7329.479500000001,True
2025-02-24,48959.725190555495,3657.392050416668,52617.11724097216,7329.479500000001,6658.830481481482,True
2025-02-25,49652.23529837235,3079.2354698083354,52731.47076818068,6658.830481481482,7330.633962962964,True
2025-02-26,50593.10011035107,2954.320007216665,53547.42011756774,7330.633962962964,6629.218814814814,True
2025-02-27,45967.32670544129,6003.878831291669,51971.20553673296,6629.218814814814,1993.3037037037043,True
2025-02-28,14912.4152407921,4492.0058114583335,19404.421052250433,1993.3037037037043,5141.040944444445,True
2025-03-01,16206.840186600453,2538.8308358333343,18745.671022433788,5141.040944444445,10800.0,True
2025-03-02,47589.03010719093,20286.89461138333,67875.92471857426,10800.0,7118.929722222223,True
2025-03-03,46004.26186230389,26082.2056100711,72086.46747237499,7118.929722222223,5677.575333333335,True
2025-03-04,45586.72291929993,22245.403907871598,67832.12682717152,5677.575333333335,7187.979370370373,True
2025-03-05,46229.448567646956,5730.599234087974,51960.04780173493,7187.979370370373,7264.731555555558,True
2025-03-06,43225.58753786393,10598.45177680092,53824.03931466485,7264.731555555558,2098.9559074074095,True
2025-03-07,14468.964116520101,4882.976597200001,19351.9407137201,2098.9559074074095,5200.286259259262,True
2025-03-08,14801.54932186,2256.5775154166686,17058.126837276668,5200.286259259262,10425.130166666666,True
2025-03-09,46995.51275964199,2445.8712092333335,49441.38396887532,10425.130166666666,7258.401981481482,True
2025-03-10,49896.15331735932,5583.693820841669,55479.84713820099,7258.401981481482,6430.542870370369,True
2025-03-11,46694.35143547177,3799.985698433328,50494.3371339051,6430.542870370369,6588.976703703704,True
2025-03-12,43944.80467216803,4426.85145505833,48371.65612722636,6588.976703703704,6390.388259259258,True
2025-03-13,42764.17666691695,18859.779765525003,61623.956432441955,6390.388259259258,1991.7803148148137,True
2025-03-14,13474.213726224138,3177.2429951666672,16651.456721390805,1991.7803148148137,5801.048351851854,True
2025-03-15,14192.913039062705,5078.311142725001,19271.224181787707,5801.048351851854,10299.543962962964,True
2025-03-16,41017.57044350074,11480.695296541648,52498.26574004239,10299.543962962964,8191.5981481481485,True
2025-03-17,43473.04939471781,2678.5317215166665,46151.581116234476,8191.5981481481485,7421.1750740740745,True
2025-03-18,41500.94105112115,8176.425344275001,49677.36639539615,7421.1750740740745,6549.5949259259305,True
2025-03-19,41046.11677301946,6208.565049933332,47254.68182295279,6549.5949259259305,7447.888981481483,True
2025-03-20,42096.91618514463,4445.048146683335,46541.96433182797,7447.888981481483,1804.9839444444456,True
2025-03-21,13059.961507244036,2693.73354425,15753.695051494036,1804.9839444444456,5404.760499999999,True
2025-03-22,14090.295886103531,2521.020277074276,16611.316163177806,5404.760499999999,10540.117074074078,True
2025-03-23,39133.70161875024,8464.347396150002,47598.04901490024,10540.117074074078,6537.285925925926,True
2025-03-24,37464.08251861918,13009.578470716659,50473.66098933584,6537.285925925926,5927.273537037037,True
2025-03-25,40167.43133463755,10272.973029500006,50440.404364137554,5927.273537037037,6528.628944444443,True
2025-03-26,38754.11494844883,3528.4961571416675,42282.61110559049,6528.628944444443,7082.307592592595,True
2025-03-27,37885.10761572391,3351.921703524999,41237.029319248904,7082.307592592595,2145.716759259261,True
2025-03-28,12804.54242310729,2404.6375478583323,15209.179970965622,2145.716759259261,5993.721300356016,True
2025-03-29,12833.992496688092,2274.4086715249987,15108.401168213091,5993.721300356016,10313.28703703704,True
2025-03-30,36012.119695716276,8211.95158985792,44224.071285574195,10313.28703703704,8020.3615,True
2025-03-31,36591.35858595889,10660.498543391657,47251.85712935055,8020.3615,5869.118574074077,True
2025-04-01,40390.415026211485,11678.940787150008,52069.35581336149,5869.118574074077,5809.8957962962995,True
2025-04-02,36687.08655227485,27478.728371650002,64165.81492392485,5809.8957962962995,7261.517203703705,True
2025-04-03,35701.25540007658,4563.290644224996,40264.546044301576,7261.517203703705,2021.923722222226,True
2025-04-04,12040.52529512792,2332.7297431166685,14373.255038244588,2021.923722222226,5152.911796296297,True
2025-04-05,13237.754530761664,10411.531223141668,23649.285753903332,5152.911796296297,10339.772703703698,True
2025-04-06,34285.27581364021,7245.778760258331,41531.054573898546,10339.772703703698,7216.284000000002,True
2025-04-07,35700.46516721068,4200.2409864249985,39900.70615363568,7216.284000000002,5808.857925925926,True
2025-04-08,37762.638113569716,8601.961028225,46364.599141794715,5808.857925925926,5685.793148148148,True
2025-04-09,39406.76782036878,11341.473096048141,50748.24091641692,5685.793148148148,7398.972796296297,True
2025-04-10,33424.453247912286,9082.560485199998,42507.01373311228,7398.972796296297,2089.7307037037044,True
2025-04-11,11543.042327163372,3703.0694472083305,15246.111774371702,2089.7307037037044,4474.536028453227,True
2025-04-12,12890.794362041457,2274.0912116583327,15164.88557369979,4474.536028453227,10406.978499999997,True
2025-04-13,33260.85260336138,11109.949784558334,44370.80238791971,10406.978499999997,6629.079944444444,True
2025-04-14,33543.819554992326,13120.114194733334,46663.933749725664,6629.079944444444,5772.389166666668,True
2025-04-15,35149.295602643884,8277.922232233337,43427.21783487722,5772.389166666668,6600.11887037037,True
2025-04-16,37612.74930869963,4494.519457366665,42107.2687660663,6600.11887037037,6477.085648148146,True
2025-04-17,32757.650467833173,6977.444299149989,39735.094766983166,6477.085648148146,2007.6652777777783,True
2025-04-18,10795.827100971717,5380.6662019000005,16176.493302871717,2007.6652777777783,3092.0623021887027,True
2025-04-19,12788.93213088581,2734.4446452820002,15523.37677616781,3092.0623021887027,10364.800648148146,True
2025-04-20,32721.45770515026,7626.647319466668,40348.105024616925,10364.800648148146,6476.2034814814815,True
2025-04-21,32610.491934809914,4710.635059924996,37321.12699473491,6476.2034814814815,5903.578833333331,True
2025-04-22,33326.385388370705,14961.390475766666,48287.77586413737,5903.578833333331,7438.030518518519,True
2025-04-23,34604.007527805996,3558.471497091656,38162.47902489765,7438.030518518519,5951.056481481481,True
2025-04-24,32104.76874248101,3496.49852693333,35601.26726941434,5951.056481481481,2145.795648148148,True
2025-04-25,10172.89152895344,3006.9909063999994,13179.88243535344,2145.795648148148,3603.7020185185193,True
2025-04-26,12227.107810766667,5153.814962874999,17380.922773641665,3603.7020185185193,10250.561407407407,True
2025-04-27,30287.30828397747,5287.9224156499995,35575.23069962747,10250.561407407407,5320.072499999998,True
2025-04-28,31967.09753592482,37486.03406269999,69453.13159862481,5320.072499999998,6542.551240740743,True
2025-04-29,33151.695471426625,5427.242189966665,38578.93766139329,6542.551240740743,7892.795185185187,True
2025-04-30,31593.862054235473,7241.543724933335,38835.40577916881,7892.795185185187,7277.398944444446,True
2025-05-01,28755.99118804537,26401.487000908328,55157.4781889537,7277.398944444446,1950.0000000000014,True
2025-05-02,10161.725602220411,27470.047287958332,37631.77289017874,1950.0000000000014,2952.727666666667,True
2025-05-03,12735.922272131851,15510.663637933336,28246.585910065187,2952.727666666667,10199.99993474679,True
2025-05-04,31275.395964179454,23910.725725408345,55186.1216895878,10199.99993474679,7050.0,True
2025-05-05,34843.92656870099,20648.49700625,55492.42357495099,7050.0,4950.000000000002,True
2025-05-06,33205.82887940693,32337.812409858332,65543.64128926526,4950.000000000002,7200.000000000001,True
2025-05-07,31269.487454015656,39613.17598494166,70882.66343895732,7200.000000000001,6488.49664814815,True
2025-05-08,33027.143182893335,26807.584997891645,59834.72818078498,6488.49664814815,2175.2002407407426,True
2025-05-09,12266.781696943897,2711.539071549999,14978.320768493897,2175.2002407407426,2830.6249468037663,True
2025-05-10,14499.676176356976,6370.173858725002,20869.850035081978,2830.6249468037663,9774.503759259258,True
2025-05-11,32686.079200092514,26425.942577341662,59112.02177743417,9774.503759259258,5777.24562962963,True
2025-05-12,36948.85656129957,9768.07086301666,46716.927424316236,5777.24562962963,6651.906240740742,True
2025-05-13,34974.13934343703,14292.672559708328,49266.81190314536,6651.906240740742,6654.9191851851865,True
2025-05-14,36902.704557881254,7226.009654216666,44128.71421209792,6654.9191851851865,8087.581851851852,True
2025-05-15,33527.63410569746,7601.919507366665,41129.55361306413,8087.581851851852,2197.415092592593,True
2025-05-16,11544.56887945879,5080.292323641669,16624.86120310046,2197.415092592593,3035.013224838131,True
2025-05-17,14321.61895207915,6366.950530541665,20688.569482620816,3035.013224838131,10262.408574074074,True
2025-05-18,33255.347904752954,10392.670500133334,43648.01840488629,10262.408574074074,4545.175734629628,True
2025-05-19,34522.04145380245,12208.999328508326,46731.040782310774,4545.175734629628,5145.396407407408,True
2025-05-20,34067.724215594484,16198.649045391665,50266.37326098615,5145.396407407408,4325.6253703703715,True
2025-05-21,35778.16645551158,12925.062978133335,48703.22943364491,4325.6253703703715,6405.22798277778,True
2025-05-22,31999.881351778746,7804.407474850001,39804.28882662875,6405.22798277778,1334.5661296296307,True
2025-05-23,10960.432577982252,9069.360762158329,20029.793340140583,1334.5661296296307,2296.6770185185196,True
2025-05-24,14471.682519878332,2552.7957540333323,17024.478273911664,2296.6770185185196,10509.449462962963,True
2025-05-25,31377.310204817284,7324.259580283329,38701.56978510061,10509.449462962963,3544.0138333333343,True
2025-05-26,32005.77063481926,29447.755244258336,61453.5258790776,3544.0138333333343,4256.216333333334,True
2025-05-27,35094.85777669243,6676.381748191663,41771.23952488409,4256.216333333334,4286.119462962964,True
2025-05-28,33627.09178169426,15415.855816558334,49042.94759825259,4286.119462962964,3560.0551111111117,True
2025-05-29,32509.301749921953,21124.45838125833,53633.76013118029,3560.0551111111117,1292.7225555555551,True
2025-05-30,11029.693722448392,4886.5109230083235,15916.204645456715,1292.7225555555551,2104.141333333334,True
2025-05-31,13311.55441818834,10304.054449252959,23615.608867441297,2104.141333333334,10373.141537037038,True
2025-06-01,32067.022734592167,99560.875961325,131627.89869591716,10373.141537037038,4050.0,True
2025-06-02,37387.403334863266,72596.35486084166,109983.75819570493,4050.0,2700.0000000000005,True
2025-06-03,35616.86575133,80957.561163425,116574.426914755,2700.0000000000005,3450.000000000001,True
2025-06-04,36680.103864074445,76524.83020127499,113204.93406534943,3450.000000000001,3300.0,True
2025-06-05,37149.12186490232,73807.16773535832,110956.28960026064,3300.0,1200.0,True
2025-06-06,12286.336191352266,59197.855728475,71484.19191982727,1200.0,1950.000000000001,True
2025-06-07,15606.382188958336,49796.005280324986,65402.38746928332,1950.000000000001,10200.0,True
2025-06-08,46221.82623125927,7958.518594441662,54180.34482570093,10200.0,2703.6064444444446,True
2025-06-09,49701.94408707792,18078.577082258333,67780.52116933625,2703.6064444444446,2700.0,True
2025-06-10,49091.36705142002,23214.14287836666,72305.50992978668,2700.0,3300.0,True
2025-06-11,48792.700462719295,38699.34031964999,87492.0407823693,3300.0,2550.0,True
2025-06-12,50220.59861607829,18383.61745305,68604.21606912829,2550.0,1200.0000000000002,True
2025-06-13,18131.85499779864,5623.385634116667,23755.24063191531,1200.0000000000002,2092.75787037037,True
2025-06-14,21376.82381285599,4428.42916035,25805.25297320599,2092.75787037037,10397.247222222219,True
2025-06-15,42235.37465546181,37469.29877424999,79704.67342971181,10397.247222222219,1962.650333333333,True
2025-06-16,51086.141811939684,20847.164044983336,71933.30585692302,1962.650333333333,1950.0000000000002,True
2025-06-17,52038.158214062045,26372.734493374985,78410.89270743703,1950.0000000000002,3450.0,True
2025-06-18,54524.45195854,4945.780013791667,59470.23197233166,3450.0,1950.0000000000002,True
2025-06-19,51413.246415562244,7887.627675233336,59300.87409079558,1950.0000000000002,1200.0000000000002,True
2025-06-20,16863.218676967306,3708.868907275001,20572.08758424231,1200.0000000000002,1556.0965740740758,True
2025-06-21,20229.914817593006,2743.4029498083323,22973.31776740134,1556.0965740740758,9743.572574074076,True
2025-06-22,46157.60339758452,8255.341245650006,54412.94464323453,9743.572574074076,1950.0000000000002,True
2025-06-23,51128.0826212615,5587.491942408335,56715.574563669834,1950.0000000000002,1824.0517037037027,True
2025-06-24,55345.8347695574,24927.353599691673,80273.18836924907,1824.0517037037027,2716.606796296296,True
2025-06-25,49640.31923421655,15305.399825541666,64945.719059758216,2716.606796296296,1955.1074814814822,True
2025-06-26,47298.14324990566,15639.854644833329,62937.99789473899,1955.1074814814822,1200.0000000000002,True
2025-06-27,15485.327370957879,3841.8164862999993,19327.143857257877,1200.0000000000002,1266.5100555555564,True
2025-06-28,18898.217631181524,10828.038060333321,29726.255691514845,1266.5100555555564,9704.638444444445,True
2025-06-29,44072.72301073199,23297.581518266667,67370.30452899866,9704.638444444445,1965.6314814814816,True
2025-06-30,47115.107950932346,24794.151641275,71909.25959220735,1965.6314814814816,1222.5630000000003,True
2025-07-01,58758.97973095154,34010.08360325,92769.06333420155,1222.5630000000003,1200.0000000000002,True
2025-07-02,53847.069010755076,40640.39765709999,94487.46666785507,1200.0000000000002,1950.0000000000002,True
2025-07-03,52025.854532605095,59870.21153301667,111896.06606562177,1950.0000000000002,1200.0000000000002,True
2025-07-04,17323.59086466115,39399.00702852501,56722.59789318616,1200.0000000000002,1200.0,True
2025-07-05,20839.561861866667,37465.164915600006,58304.72677746667,1200.0,8700.0,True
2025-07-06,49552.186017517015,62937.653087666666,112489.83910518368,8700.0,1950.0000000000002,True
2025-07-07,53867.16142376436,38677.051369125,92544.21279288936,1950.0000000000002,3450.0,True
2025-07-08,59669.30596240494,13542.11581763333,73211.42178003828,3450.0,1950.0000000000002,True
2025-07-09,56092.93162858383,20483.84208899999,76576.77371758383,1950.0000000000002,1200.0000000000002,True
